#,id,Project Name,SHA,Filename:Line number,Specification,Severity,Conclusion
1,209,apache.activemq-artemis,e2d6d072,org.jboss.shrinkwrap.impl.base.MemoryMapArchiveBase.java:398,Collections_SynchronizedMap,error,TrueBug
2,210,apache.activemq-artemis,e2d6d072,org.jboss.shrinkwrap.impl.base.MemoryMapArchiveBase.java:379,Collections_SynchronizedMap,error,TrueBug
3,129,apache.pdfbox,4c6428d7,org.apache.fontbox.ttf.TTFSubsetter.java:1134,TreeSet_Comparable,error,FalseAlarm
4,130,apache.pdfbox,4c6428d7,org.apache.fontbox.ttf.TTFSubsetter.java:1134,SortedSet_Comparable,error,FalseAlarm
5,99,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:85,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
6,100,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:86,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
7,16,apache.juneau,0e0c0a0a,org.apache.juneau.rest.RestContext.java:5237,Collections_SynchronizedMap,error,Unknown
8,194,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.core.server.group.impl.ClusteredResetMockTest.java:112,CharSequence_NotInSet,warning,FalseAlarm
9,147,apache.pdfbox,4c6428d7,org.apache.pdfbox.cos.TestCOSStream.java:158,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
10,249,apache.struts,570f8c3e,com.opensymphony.xwork2.ognl.OgnlValueStackFactory.java:97,Map_UnsafeIterator,error,FalseAlarm
11,18,apache.juneau,0e0c0a0a,org.apache.juneau.rest.mock2.MockServletResponse.java:346,ByteArrayOutputStream_FlushBeforeRetrieve,warning,FalseAlarm
12,179,apache.stanbol,2fcf471b,org.semanticweb.owlapi.vocab.OWLRDFVocabulary.java:393,CharSequence_NotInSet,warning,FalseAlarm
13,182,apache.stanbol,2fcf471b,org.semanticweb.owlapi.vocab.OWLFacet.java:90,CharSequence_NotInSet,warning,FalseAlarm
14,97,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:170,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
15,98,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:171,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
16,101,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:114,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
17,102,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:115,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
18,204,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.protocol.amqp.converter.message.JMSMappingOutboundTransformerTest.java:582,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
19,205,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.protocol.amqp.converter.message.JMSMappingOutboundTransformerTest.java:584,ByteArrayOutputStream_FlushBeforeRetrieve,warning,FalseAlarm
20,6,apache.juneau,0e0c0a0a,org.apache.juneau.serializer.OutputStreamSerializerSession.java:87,ByteArrayOutputStream_FlushBeforeRetrieve,warning,FalseAlarm
21,29,apache.hive,333264b2,org.apache.hive.common.util.TestBloomFilter.java:557,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
22,30,apache.hive,333264b2,org.apache.hive.common.util.TestBloomFilter.java:561,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
23,31,apache.hive,333264b2,org.apache.hive.common.util.TestBloomFilter.java:565,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
24,157,apache.shiro,010e4567,org.apache.shiro.io.DefaultSerializer.java:50,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
25,3,apache.juneau,0e0c0a0a,org.apache.juneau.utils.ASet.java:63,CharSequence_NotInSet,warning,FalseAlarm
26,145,apache.pdfbox,4c6428d7,org.apache.pdfbox.filter.ASCII85OutputStream.java:238,ByteArrayOutputStream_FlushBeforeRetrieve,warning,FalseAlarm
27,25,apache.juneau,0e0c0a0a,org.apache.juneau.rest.client.RestRequestEntity.java:87,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
28,93,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:62,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
29,94,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:63,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
30,95,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:141,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
31,96,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.stax.IVSplittingOutputStreamTest.java:142,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
32,59,apache.santuario-java,3f4f5f40,org.apache.jcp.xml.dsig.internal.dom.DOMSignedInfo.java:221,ByteArrayOutputStream_FlushBeforeRetrieve,warning,FalseAlarm
33,60,apache.santuario-java,3f4f5f40,org.apache.jcp.xml.dsig.internal.dom.DOMSignedInfo.java:223,ByteArrayOutputStream_FlushBeforeRetrieve,warning,FalseAlarm
34,61,apache.santuario-java,3f4f5f40,org.apache.jcp.xml.dsig.internal.dom.DOMSignedInfo.java:237,ByteArrayOutputStream_FlushBeforeRetrieve,warning,FalseAlarm
35,176,apache.stanbol,2fcf471b,org.openrdf.model.impl.TreeModel.java:654,TreeSet_Comparable,error,FalseAlarm
36,177,apache.stanbol,2fcf471b,org.openrdf.model.impl.TreeModel.java:654,SortedSet_Comparable,error,FalseAlarm
37,229,apache.activemq-artemis,e2d6d072,org.apache.activemq.cli.test.TestActionContext.java:44,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
38,274,apache.struts,570f8c3e,org.testng.reporters.jq.ChronologicalPanel.java:44,Collections_SynchronizedCollection,error,TrueBug
39,190,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.reader.MessageUtil.java:157,CharSequence_UndefinedHashCode,warning,FalseAlarm
40,191,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.reader.MessageUtil.java:159,CharSequence_UndefinedHashCode,warning,FalseAlarm
41,192,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.reader.MessageUtil.java:161,CharSequence_UndefinedHashCode,warning,FalseAlarm
42,203,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.reader.MessageUtil.java:163,CharSequence_UndefinedHashCode,warning,FalseAlarm
43,28,apache.hive,333264b2,org.apache.hadoop.hive.common.type.TestHiveDecimal.java:2720,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
44,22,apache.juneau,0e0c0a0a,org.apache.juneau.PropertyStoreBuilder.java:704,SortedSet_Comparable,error,FalseAlarm
45,14,apache.juneau,0e0c0a0a,org.apache.juneau.PropertyStoreBuilder.java:712,SortedSet_Comparable,error,FalseAlarm
46,54,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.NameSpaceSymbTable.java:86,TreeSet_Comparable,error,FalseAlarm
47,55,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.NameSpaceSymbTable.java:86,SortedSet_Comparable,error,FalseAlarm
48,237,apache.struts,570f8c3e,ognl.OgnlOps.java:221,Long_BadParsingArgs,warning,FalseAlarm
49,1,apache.juneau,0e0c0a0a,org.apache.juneau.config.Config.java:1833,Collections_SynchronizedCollection,error,TrueBug
50,148,apache.pdfbox,4c6428d7,org.apache.pdfbox.tools.TestExtractText.java:51,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
51,2,apache.juneau,0e0c0a0a,org.apache.juneau.parser.ParserReader.java:402,Reader_ManipulateAfterClose,error,FalseAlarm
52,128,apache.pdfbox,4c6428d7,org.apache.fontbox.ttf.OpenTypeScript.java:305,TreeMap_Comparable,error,FalseAlarm
53,103,apache.santuario-java,3f4f5f40,org.apache.xml.security.signature.Reference.java:738,ByteArrayOutputStream_FlushBeforeRetrieve,warning,FalseAlarm
54,141,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory.java:148,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
55,222,apache.activemq-artemis,e2d6d072,org.jboss.weld.event.ObserverNotifier.java:269,Object_MonitorOwner,error,FalseAlarm
56,32,apache.hive,333264b2,org.apache.hive.common.util.TestBloomKFilter.java:509,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
57,33,apache.hive,333264b2,org.apache.hive.common.util.TestBloomKFilter.java:512,ByteArrayOutputStream_FlushBeforeRetrieve,warning,TrueBug
58,50,apache.tika,86325105,org.apache.lucene.index.DocumentsWriterFlushControl.java:537,Collection_UnsynchronizedAddAll,error,Unknown
59,51,apache.tika,86325105,org.apache.lucene.index.DocumentsWriterFlushControl.java:538,Collection_UnsynchronizedAddAll,error,Unknown
60,160,apache.shiro,010e4567,org.apache.shiro.web.filter.mgt.SimpleNamedFilterList.java:91,Collection_UnsynchronizedAddAll,error,Unknown
61,120,apache.pdfbox,4c6428d7,org.apache.fontbox.cff.CharStringHandler.java:47,Collection_UnsynchronizedAddAll,error,Unknown
62,244,apache.struts,570f8c3e,ognl.OgnlContext.java:590,Map_UnsafeIterator,error,FalseAlarm
63,236,apache.struts,570f8c3e,com.opensymphony.xwork2.conversion.impl.DefaultTypeConverter.java:215,Long_BadParsingArgs,warning,FalseAlarm
64,170,apache.stanbol,2fcf471b,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java:207,TreeSet_Comparable,error,FalseAlarm
65,171,apache.stanbol,2fcf471b,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java:207,SortedSet_Comparable,error,FalseAlarm
66,172,apache.stanbol,2fcf471b,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java:208,TreeSet_Comparable,error,FalseAlarm
67,173,apache.stanbol,2fcf471b,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java:208,SortedSet_Comparable,error,FalseAlarm
68,174,apache.stanbol,2fcf471b,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java:209,TreeSet_Comparable,error,FalseAlarm
69,175,apache.stanbol,2fcf471b,org.apache.stanbol.commons.indexedgraph.IndexedGraph.java:209,SortedSet_Comparable,error,FalseAlarm
70,265,apache.struts,570f8c3e,org.apache.logging.log4j.util.PropertiesUtil.java:318,TreeSet_Comparable,error,FalseAlarm
71,266,apache.struts,570f8c3e,org.apache.logging.log4j.util.PropertiesUtil.java:318,SortedSet_Comparable,error,FalseAlarm
72,267,apache.struts,570f8c3e,org.apache.logging.log4j.util.PropertiesUtil.java:320,TreeSet_Comparable,error,FalseAlarm
73,268,apache.struts,570f8c3e,org.apache.logging.log4j.util.PropertiesUtil.java:320,SortedSet_Comparable,error,FalseAlarm
74,39,apache.tika,86325105,org.apache.tika.parser.multiple.AbstractMultipleParser.java:163,Collection_UnsynchronizedAddAll,error,FalseAlarm
75,166,apache.stanbol,2fcf471b,org.apache.clerezza.rdf.core.access.TcProviderMultiplexer.java:70,TreeSet_Comparable,error,FalseAlarm
76,167,apache.stanbol,2fcf471b,org.apache.clerezza.rdf.core.access.TcProviderMultiplexer.java:70,SortedSet_Comparable,error,FalseAlarm
77,234,apache.struts,570f8c3e,org.assertj.core.internal.TypeComparators.java:105,TreeMap_Comparable,error,FalseAlarm
78,254,apache.struts,570f8c3e,org.apache.struts2.dispatcher.DefaultStaticContentLoader.java:301,URLDecoder_DecodeUTF8,warning,FalseAlarm
79,64,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:238,TreeSet_Comparable,error,FalseAlarm
80,65,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:238,SortedSet_Comparable,error,FalseAlarm
81,66,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:284,TreeSet_Comparable,error,FalseAlarm
82,67,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:284,SortedSet_Comparable,error,FalseAlarm
83,71,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:250,TreeSet_Comparable,error,FalseAlarm
84,72,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:250,SortedSet_Comparable,error,FalseAlarm
85,91,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:231,TreeSet_Comparable,error,FalseAlarm
86,92,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:231,SortedSet_Comparable,error,FalseAlarm
87,4,apache.juneau,0e0c0a0a,org.apache.juneau.dto.swagger.Swagger.java:730,TreeMap_Comparable,error,FalseAlarm
88,188,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.selector.strict.SimpleCharStream.java:131,Reader_ManipulateAfterClose,error,TrueBug
89,250,apache.struts,570f8c3e,freemarker.core.SimpleCharStream.java:116,Reader_ManipulateAfterClose,error,TrueBug
90,136,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.java:128,Closeable_MeaninglessClose,suggestion,FalseAlarm
91,223,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.AnnotatedTypeValidator.java:88,Collection_UnsynchronizedAddAll,error,
92,13,apache.juneau,0e0c0a0a,org.apache.juneau.PropertyStoreBuilder.java:696,SortedSet_Comparable,error,
93,162,apache.stanbol,2fcf471b,org.apache.stanbol.commons.opennlp.PosTypeChunker.java:92,TreeSet_Comparable,error,
94,163,apache.stanbol,2fcf471b,org.apache.stanbol.commons.opennlp.PosTypeChunker.java:92,SortedSet_Comparable,error,
95,164,apache.stanbol,2fcf471b,org.apache.stanbol.commons.opennlp.PosTypeChunker.java:94,TreeSet_Comparable,error,
96,165,apache.stanbol,2fcf471b,org.apache.stanbol.commons.opennlp.PosTypeChunker.java:94,SortedSet_Comparable,error,
97,111,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.CanonicalizerPhysical.java:134,TreeSet_Comparable,error,
98,112,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.CanonicalizerPhysical.java:134,SortedSet_Comparable,error,
99,246,apache.struts,570f8c3e,com.opensymphony.xwork2.interceptor.annotations.AnnotationParameterFilterInterceptor.java:96,Map_UnsafeIterator,error,
100,247,apache.struts,570f8c3e,com.opensymphony.xwork2.interceptor.annotations.AnnotationParameterFilterInterceptor.java:74,Map_UnsafeIterator,error,
101,10,apache.juneau,0e0c0a0a,org.apache.juneau.internal.IOUtils.java:560,Writer_ManipulateAfterClose,error,
102,221,apache.activemq-artemis,e2d6d072,org.jboss.weld.event.ObserverNotifier.java:154,Object_MonitorOwner,error,
103,52,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:158,TreeSet_Comparable,error,
104,53,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:158,SortedSet_Comparable,error,
105,62,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:165,TreeSet_Comparable,error,
106,63,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315.java:165,SortedSet_Comparable,error,
107,248,apache.struts,570f8c3e,org.testng.reporters.SuiteHTMLReporter.java:365,Collections_SynchronizedCollection,error,
108,275,apache.struts,570f8c3e,org.testng.reporters.SuiteHTMLReporter.java:374,Collections_SynchronizedCollection,error,
109,184,apache.stanbol,2fcf471b,com.hp.hpl.jena.sparql.lang.ParserBase.java:301,Collection_UnsynchronizedAddAll,error,
110,15,apache.juneau,0e0c0a0a,org.apache.juneau.internal.DelegateBeanMap.java:102,Collections_UnnecessaryNewSetFromMap,suggestion,
111,156,apache.ambari,b0596110,org.apache.logging.log4j.core.config.status.StatusConfiguration.java:220,Collections_SynchronizedCollection,error,
112,273,apache.struts,570f8c3e,org.apache.logging.log4j.core.config.status.StatusConfiguration.java:220,Collections_SynchronizedCollection,error,
113,161,apache.shiro,010e4567,org.apache.shiro.web.util.WebUtils.java:347,URLDecoder_DecodeUTF8,warning,
114,253,apache.struts,570f8c3e,org.apache.commons.fileupload.MultipartStream.java:969,InputStream_ManipulateAfterClose,error,
115,252,apache.struts,570f8c3e,org.apache.struts2.views.util.DefaultUrlHelper.java:267,URLEncoder_EncodeUTF8,warning,
116,262,apache.struts,570f8c3e,org.apache.commons.fileupload.FileUploadBase.java:1096,Long_BadParsingArgs,warning,
117,153,apache.ambari,b0596110,org.apache.logging.log4j.util.PropertiesUtil.java:320,TreeSet_Comparable,error,
118,154,apache.ambari,b0596110,org.apache.logging.log4j.util.PropertiesUtil.java:320,SortedSet_Comparable,error,
119,81,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:222,TreeSet_Comparable,error,
120,82,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:222,SortedSet_Comparable,error,
121,83,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:190,TreeSet_Comparable,error,
122,84,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:190,SortedSet_Comparable,error,
123,85,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:170,TreeSet_Comparable,error,
124,86,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:170,SortedSet_Comparable,error,
125,185,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.utils.ByteUtil.java:241,Long_BadParsingArgs,warning,
126,11,apache.juneau,0e0c0a0a,org.apache.juneau.serializer.SerializerWriter.java:381,Writer_ManipulateAfterClose,error,
127,20,apache.juneau,0e0c0a0a,org.apache.juneau.rest.util.FinishableServletOutputStream.java:53,OutputStream_ManipulateAfterClose,error,
128,47,apache.tika,86325105,org.apache.cxf.common.logging.JDKBugHacks.java:1,URLConnection_OverrideGetPermission,error,
129,151,apache.ambari,b0596110,org.apache.logging.log4j.util.PropertiesUtil.java:318,TreeSet_Comparable,error,
130,152,apache.ambari,b0596110,org.apache.logging.log4j.util.PropertiesUtil.java:318,SortedSet_Comparable,error,
131,211,apache.activemq-artemis,e2d6d072,org.jboss.shrinkwrap.api.classloader.ShrinkWrapClassLoader.java:1,URLConnection_OverrideGetPermission,error,
132,212,apache.activemq-artemis,e2d6d072,org.jboss.arquillian.container.weld.embedded.Utils.java:1,URLConnection_OverrideGetPermission,error,
133,214,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.backed.BackedAnnotatedType.java:1,Serializable_NoArgConstructor,error,
134,217,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.backed.BackedAnnotatedMethod.java:1,Serializable_NoArgConstructor,error,
135,218,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.backed.BackedAnnotatedParameter.java:1,Serializable_NoArgConstructor,error,
136,219,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.backed.BackedAnnotatedConstructor.java:1,Serializable_NoArgConstructor,error,
