#,id,Project Name,SHA,Filename:Line number,Specification,Severity,Conclusion
137,220,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.backed.BackedAnnotatedField.java:1,Serializable_NoArgConstructor,error,
138,224,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.unbacked.UnbackedAnnotatedType.java:1,Serializable_NoArgConstructor,error,
139,225,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.unbacked.UnbackedAnnotatedConstructor.java:1,Serializable_NoArgConstructor,error,
140,226,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.unbacked.UnbackedAnnotatedParameter.java:1,Serializable_NoArgConstructor,error,
141,227,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.unbacked.UnbackedAnnotatedMethod.java:1,Serializable_NoArgConstructor,error,
142,228,apache.activemq-artemis,e2d6d072,org.jboss.weld.annotated.slim.unbacked.UnbackedAnnotatedField.java:1,Serializable_NoArgConstructor,error,
143,232,apache.struts,570f8c3e,com.opensymphony.xwork2.util.fs.StrutsJarURLConnection.java:1,URLConnection_OverrideGetPermission,error,
144,233,apache.struts,570f8c3e,com.opensymphony.xwork2.util.fs.JarEntryRevisionTest.java:1,URLConnection_OverrideGetPermission,error,
145,213,apache.activemq-artemis,e2d6d072,org.jboss.weld.xml.BeansXmlParser.java:129,Closeable_MeaninglessClose,suggestion,
146,34,apache.tika,86325105,org.apache.tika.mime.MimeTypes.java:463,Collection_UnsynchronizedAddAll,error,
147,19,apache.juneau,0e0c0a0a,org.apache.juneau.rest.RestResponse.java:683,Writer_ManipulateAfterClose,error,
148,27,apache.juneau,0e0c0a0a,org.apache.juneau.rest.RestResponse.java:685,OutputStream_ManipulateAfterClose,error,
149,178,apache.stanbol,2fcf471b,org.apache.stanbol.entityhub.yard.sesame.SesameYard.java:319,SortedSet_Comparable,error,
150,56,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.XmlAttrStack.java:102,TreeSet_Comparable,error,
151,57,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.XmlAttrStack.java:102,SortedSet_Comparable,error,
152,69,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.XmlAttrStack.java:171,TreeSet_Comparable,error,
153,70,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.XmlAttrStack.java:171,SortedSet_Comparable,error,
154,89,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.XmlAttrStack.java:154,TreeSet_Comparable,error,
155,90,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.XmlAttrStack.java:154,SortedSet_Comparable,error,
156,180,apache.stanbol,2fcf471b,org.coode.owlapi.rdf.rdfxml.RDFXMLRenderer.java:193,TreeSet_Comparable,error,
157,181,apache.stanbol,2fcf471b,org.coode.owlapi.rdf.rdfxml.RDFXMLRenderer.java:193,SortedSet_Comparable,error,
158,35,apache.tika,86325105,org.apache.tika.config.TikaConfigSerializer.java:279,TreeSet_Comparable,error,
159,36,apache.tika,86325105,org.apache.tika.config.TikaConfigSerializer.java:279,SortedSet_Comparable,error,
160,37,apache.tika,86325105,org.apache.tika.config.TikaConfigSerializer.java:280,TreeSet_Comparable,error,
161,38,apache.tika,86325105,org.apache.tika.config.TikaConfigSerializer.java:280,SortedSet_Comparable,error,
162,73,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:326,TreeSet_Comparable,error,
163,74,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:326,SortedSet_Comparable,error,
164,75,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:251,TreeSet_Comparable,error,
165,76,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:251,SortedSet_Comparable,error,
166,77,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:283,TreeSet_Comparable,error,
167,78,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:283,SortedSet_Comparable,error,
168,79,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:273,TreeSet_Comparable,error,
169,80,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.Canonicalizer20010315Excl.java:273,SortedSet_Comparable,error,
170,143,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdfwriter.COSWriterXRefEntryTest.java:37,Comparable_CompareToNull,error,
171,144,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdfwriter.COSWriterXRefEntryTest.java:37,Comparable_CompareToNullException,error,
172,49,apache.tika,86325105,org.apache.lucene.analysis.standard.UAX29URLEmailTokenizerImpl.java:40810,Reader_ManipulateAfterClose,error,
173,238,apache.struts,570f8c3e,com.opensymphony.xwork2.validator.DefaultActionValidatorManager.java:311,Collection_UnsynchronizedAddAll,error,
174,239,apache.struts,570f8c3e,com.opensymphony.xwork2.validator.DefaultActionValidatorManager.java:314,Collection_UnsynchronizedAddAll,error,
175,240,apache.struts,570f8c3e,com.opensymphony.xwork2.validator.DefaultActionValidatorManager.java:320,Collection_UnsynchronizedAddAll,error,
176,241,apache.struts,570f8c3e,com.opensymphony.xwork2.validator.DefaultActionValidatorManager.java:323,Collection_UnsynchronizedAddAll,error,
177,242,apache.struts,570f8c3e,com.opensymphony.xwork2.validator.AnnotationActionValidatorManager.java:356,Collection_UnsynchronizedAddAll,error,
178,243,apache.struts,570f8c3e,com.opensymphony.xwork2.validator.AnnotationActionValidatorManager.java:365,Collection_UnsynchronizedAddAll,error,
179,158,apache.shiro,010e4567,org.apache.shiro.web.filter.mgt.SimpleNamedFilterListTest.java:113,ListIterator_Set,error,
180,159,apache.shiro,010e4567,org.apache.shiro.web.filter.mgt.SimpleNamedFilterListTest.java:115,ListIterator_Set,error,
181,263,apache.struts,570f8c3e,org.apache.commons.io.output.ThresholdingOutputStream.java:157,OutputStream_ManipulateAfterClose,error,
182,276,apache.ranger,f80ee0e7,org.apache.ranger.audit.queue.AuditFileSpool.java:370,Writer_ManipulateAfterClose,error,
183,206,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.protocol.amqp.converter.message.JMSMappingOutboundTransformerTest.java:584,Closeable_MeaninglessClose,suggestion,
184,24,apache.juneau,0e0c0a0a,org.apache.http.impl.execchain.ResponseEntityProxy.java:143,Closeable_MeaninglessClose,suggestion,
185,125,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdfparser.PDFXRefStream.java:241,TreeSet_Comparable,error,
186,126,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdfparser.PDFXRefStream.java:241,SortedSet_Comparable,error,
187,169,apache.stanbol,2fcf471b,com.hp.hpl.jena.n3.turtle.parser.JavaCharStream.java:161,Reader_ManipulateAfterClose,error,
188,231,apache.struts,570f8c3e,ognl.JavaCharStream.java:142,Reader_ManipulateAfterClose,error,
189,12,apache.juneau,0e0c0a0a,org.apache.juneau.internal.IOUtils.java:245,Closeable_MeaninglessClose,suggestion,
190,251,apache.struts,570f8c3e,org.apache.struts2.views.freemarker.FreemarkerResult.java:180,Closeable_MeaninglessClose,suggestion,
191,189,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.selector.filter.PropertyExpression.java:71,CharSequence_UndefinedHashCode,warning,
192,117,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.dom.signature.X509DataTest.java:83,Closeable_MeaninglessClose,suggestion,
193,7,apache.juneau,0e0c0a0a,org.apache.juneau.internal.IOUtils.java:478,Closeable_MeaninglessClose,suggestion,
194,8,apache.juneau,0e0c0a0a,org.apache.juneau.internal.IOUtils.java:523,Closeable_MeaninglessClose,suggestion,
195,9,apache.juneau,0e0c0a0a,org.apache.juneau.internal.IOUtils.java:493,Closeable_MeaninglessClose,suggestion,
196,277,apache.ranger,f80ee0e7,org.apache.kerby.util.IOUtil.java:47,Closeable_MeaninglessClose,suggestion,
197,104,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.CanonicalizerBase.java:211,Closeable_MeaninglessClose,suggestion,
198,146,apache.pdfbox,4c6428d7,org.apache.pdfbox.filter.ASCII85OutputStream.java:238,OutputStream_ManipulateAfterClose,error,
199,119,apache.pdfbox,4c6428d7,org.apache.fontbox.ttf.MemoryTTFDataStream.java:52,Closeable_MeaninglessClose,suggestion,
200,110,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.dom.encryption.SignedEncryptedTest.java:106,Closeable_MeaninglessClose,suggestion,
201,183,apache.stanbol,2fcf471b,org.apache.commons.io.IOUtils.java:303,Closeable_MeaninglessClose,suggestion,
202,123,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper.java:390,Closeable_MeaninglessClose,suggestion,
203,270,apache.struts,570f8c3e,org.apache.struts2.jasper.compiler.JspReader.java:598,Closeable_MeaninglessClose,suggestion,
204,139,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.graphics.image.CCITTFactory.java:455,Closeable_MeaninglessClose,suggestion,
205,87,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.implementations.CanonicalizerBase.java:356,Closeable_MeaninglessClose,suggestion,
206,109,apache.santuario-java,3f4f5f40,org.apache.xml.security.encryption.TransformSerializer.java:55,Closeable_MeaninglessClose,suggestion,
207,207,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.protocol.amqp.converter.message.JMSMappingOutboundTransformerTest.java:610,Closeable_MeaninglessClose,suggestion,
208,58,apache.santuario-java,3f4f5f40,org.apache.jcp.xml.dsig.internal.dom.DOMReference.java:530,OutputStream_ManipulateAfterClose,error,
209,106,apache.santuario-java,3f4f5f40,org.apache.xml.security.signature.SignedInfo.java:220,Closeable_MeaninglessClose,suggestion,
210,118,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdfparser.BaseParser.java:1361,Long_BadParsingArgs,warning,
211,202,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.protocol.amqp.converter.AmqpCoreConverter.java:303,CharSequence_UndefinedHashCode,warning,
212,122,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper.java:332,Closeable_MeaninglessClose,suggestion,
213,193,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.utils.ThreadDumpUtil.java:68,Closeable_MeaninglessClose,suggestion,
214,195,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.core.server.group.impl.ClusteredResetMockTest.java:162,CharSequence_UndefinedHashCode,warning,
215,230,apache.activemq-artemis,e2d6d072,org.eclipse.jetty.server.ServerConnector.java:298,ServerSocket_Backlog,warning,
216,208,apache.activemq-artemis,e2d6d072,org.jboss.shrinkwrap.descriptor.spi.node.dom.XmlDomNodeImporterImpl.java:79,Closeable_MeaninglessClose,suggestion,
217,68,apache.santuario-java,3f4f5f40,org.apache.xml.security.c14n.CanonicalizerSpi.java:61,Closeable_MeaninglessClose,suggestion,
218,132,apache.pdfbox,4c6428d7,org.apache.fontbox.ttf.TTFSubsetter.java:712,Closeable_MeaninglessClose,suggestion,
219,45,apache.tika,86325105,org.apache.tika.io.TikaInputStream.java:678,Closeable_MeaninglessClose,suggestion,
220,140,apache.pdfbox,4c6428d7,org.apache.pdfbox.filter.CCITTFaxFilter.java:138,Closeable_MeaninglessClose,suggestion,
221,42,apache.tika,86325105,org.apache.tika.utils.ExceptionUtils.java:67,Closeable_MeaninglessClose,suggestion,
222,48,apache.tika,86325105,org.apache.cxf.helpers.IOUtils.java:403,Closeable_MeaninglessClose,suggestion,
223,271,apache.struts,570f8c3e,org.apache.struts2.jasper.compiler.JspReader.java:212,Closeable_MeaninglessClose,suggestion,
224,88,apache.santuario-java,3f4f5f40,org.apache.jcp.xml.dsig.internal.dom.DOMRetrievalMethod.java:279,Closeable_MeaninglessClose,suggestion,
225,134,apache.pdfbox,4c6428d7,org.apache.fontbox.ttf.TTFSubsetter.java:575,TreeSet_Comparable,error,
226,135,apache.pdfbox,4c6428d7,org.apache.fontbox.ttf.TTFSubsetter.java:575,SortedSet_Comparable,error,
227,44,apache.tika,86325105,org.apache.tika.io.TemporaryResources.java:145,Closeable_MeaninglessClose,suggestion,
228,278,apache.ranger,f80ee0e7,org.apache.kerby.kerberos.kerb.transport.KdcNetwork.java:138,ServerSocket_SetTimeoutBeforeBlocking,warning,
229,187,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.utils.InflaterWriter.java:79,Closeable_MeaninglessClose,suggestion,
230,124,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.common.PDStream.java:137,Closeable_MeaninglessClose,suggestion,
231,186,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.utils.collections.TypedProperties.java:977,CharSequence_UndefinedHashCode,warning,
232,5,apache.juneau,0e0c0a0a,org.apache.juneau.internal.IOUtils.java:582,Closeable_MeaninglessClose,suggestion,
233,113,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.dom.encryption.XMLCipherTest.java:983,Closeable_MeaninglessClose,suggestion,
234,23,apache.juneau,0e0c0a0a,org.apache.http.impl.execchain.ResponseEntityProxy.java:120,Closeable_MeaninglessClose,suggestion,
235,138,apache.pdfbox,4c6428d7,org.apache.pdfbox.io.IOUtils.java:118,Closeable_MeaninglessClose,suggestion,
236,40,apache.tika,86325105,org.apache.tika.config.ParamTest.java:57,Closeable_MeaninglessClose,suggestion,
237,41,apache.tika,86325105,org.apache.tika.config.ParamTest.java:58,Closeable_MeaninglessClose,suggestion,
238,272,apache.struts,570f8c3e,org.apache.struts2.jasper.compiler.Parser.java:327,Closeable_MeaninglessClose,suggestion,
239,115,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.dom.transforms.implementations.Xpath2TransformationTest.java:136,Closeable_MeaninglessClose,suggestion,
240,114,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.dom.encryption.XMLCipherTest.java:835,Closeable_MeaninglessClose,suggestion,
241,107,apache.santuario-java,3f4f5f40,org.apache.xml.security.keys.content.x509.XMLX509Certificate.java:111,Closeable_MeaninglessClose,suggestion,
242,133,apache.pdfbox,4c6428d7,org.apache.fontbox.ttf.TTFSubsetter.java:962,Closeable_MeaninglessClose,suggestion,
243,155,apache.ambari,b0596110,com.google.common.collect.RegularImmutableList.java:1,Collection_HashCode,warning,
244,168,apache.stanbol,2fcf471b,org.apache.clerezza.commons.rdf.impl.utils.AbstractGraph.java:1,Collection_HashCode,warning,
245,215,apache.activemq-artemis,e2d6d072,org.jboss.weld.util.collections.AbstractImmutableSet.java:1,Collection_HashCode,warning,
246,216,apache.activemq-artemis,e2d6d072,org.jboss.weld.util.collections.ImmutableSet.java:1,Collection_HashCode,warning,
247,196,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.tests.util.SimpleStringTest.java:350,CharSequence_UndefinedHashCode,warning,
248,197,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.tests.util.SimpleStringTest.java:368,CharSequence_UndefinedHashCode,warning,
249,17,apache.juneau,0e0c0a0a,org.apache.juneau.rest.util.FinishableServletOutputStream.java:58,Closeable_MeaninglessClose,suggestion,
250,21,apache.juneau,0e0c0a0a,org.apache.juneau.rest.util.BoundedServletInputStream.java:114,Closeable_MeaninglessClose,suggestion,
251,149,apache.ambari,b0596110,javassist.bytecode.annotation.AnnotationsWriter.java:87,Closeable_MeaninglessClose,suggestion,
252,150,apache.ambari,b0596110,com.google.gson.stream.JsonWriter.java:540,Closeable_MeaninglessClose,suggestion,
253,235,apache.struts,570f8c3e,com.opensymphony.xwork2.util.location.LocationImplTest.java:57,Closeable_MeaninglessClose,suggestion,
254,46,apache.tika,86325105,com.google.gson.stream.JsonWriter.java:555,Closeable_MeaninglessClose,suggestion,
255,121,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.PDAbstractContentStream.java:1545,Closeable_MeaninglessClose,suggestion,
256,200,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.tests.util.SimpleStringTest.java:203,CharSequence_UndefinedHashCode,warning,
257,201,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.tests.util.SimpleStringTest.java:205,CharSequence_UndefinedHashCode,warning,
258,255,apache.struts,570f8c3e,org.apache.struts2.util.FastByteArrayOutputStreamTest.java:225,Closeable_MeaninglessClose,suggestion,
259,256,apache.struts,570f8c3e,org.apache.struts2.util.FastByteArrayOutputStreamTest.java:74,Closeable_MeaninglessClose,suggestion,
260,257,apache.struts,570f8c3e,org.apache.struts2.util.FastByteArrayOutputStreamTest.java:122,Closeable_MeaninglessClose,suggestion,
261,258,apache.struts,570f8c3e,org.apache.struts2.util.FastByteArrayOutputStreamTest.java:172,Closeable_MeaninglessClose,suggestion,
262,261,apache.struts,570f8c3e,org.springframework.mock.web.DelegatingServletInputStream.java:65,Closeable_MeaninglessClose,suggestion,
263,264,apache.struts,570f8c3e,org.springframework.mock.web.DelegatingServletOutputStream.java:71,Closeable_MeaninglessClose,suggestion,
264,131,apache.pdfbox,4c6428d7,org.apache.fontbox.ttf.TTFSubsetter.java:571,Closeable_MeaninglessClose,suggestion,
265,108,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.dom.c14n.implementations.Santuario191Test.java:69,Closeable_MeaninglessClose,suggestion,
266,26,apache.juneau,0e0c0a0a,org.apache.juneau.rest.client.RestRequestEntity.java:88,Closeable_MeaninglessClose,suggestion,
267,245,apache.struts,570f8c3e,com.opensymphony.xwork2.interceptor.ExceptionHolder.java:72,Closeable_MeaninglessClose,suggestion,
268,43,apache.tika,86325105,org.apache.tika.utils.RereadableInputStream.java:209,Closeable_MeaninglessClose,suggestion,
269,137,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.java:342,Closeable_MeaninglessClose,suggestion,
270,127,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormTest.java:383,Closeable_MeaninglessClose,suggestion,
271,116,apache.santuario-java,3f4f5f40,org.apache.xml.security.signature.XMLSignatureInput.java:533,Closeable_MeaninglessClose,suggestion,
272,198,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.tests.util.SimpleStringTest.java:219,CharSequence_UndefinedHashCode,warning,
273,199,apache.activemq-artemis,e2d6d072,org.apache.activemq.artemis.tests.util.SimpleStringTest.java:220,CharSequence_UndefinedHashCode,warning,
274,259,apache.struts,570f8c3e,org.apache.struts2.util.InvocationSessionStoreTest.java:92,Closeable_MeaninglessClose,suggestion,
275,260,apache.struts,570f8c3e,org.apache.struts2.util.InvocationSessionStoreTest.java:99,Closeable_MeaninglessClose,suggestion,
276,269,apache.struts,570f8c3e,com.fasterxml.jackson.core.json.WriterBasedJsonGenerator.java:926,Closeable_MeaninglessClose,suggestion,
277,105,apache.santuario-java,3f4f5f40,org.apache.xml.security.test.dom.c14n.implementations.Santuario273Test.java:85,Closeable_MeaninglessClose,suggestion,
278,142,apache.pdfbox,4c6428d7,org.apache.pdfbox.pdmodel.graphics.image.SampledImageReader.java:433,Closeable_MeaninglessClose,suggestion,
